,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,27,9,person,545.7896939556703,438.3981374807464,[519.69327909 370.08240745 571.88610882 506.71386751]
0,27,11,person,1018.3883122549574,452.63903226192303,[ 977.91964197  367.81583005 1058.85698254  537.46223448]
0,27,12,person,648.5699459837776,439.9955526658944,[628.06270473 377.22304629 669.07718724 502.76805904]
0,27,13,person,922.7145297968536,434.5229435788365,[889.55732175 349.24597884 955.87173784 519.79990832]
0,27,15,person,1261.8040515992334,429.0231588044089,[1244.98880306  361.68441632 1278.61930014  496.36190129]
0,28,1,person,719.8220802698181,470.72691314175336,[648.67533911 319.96209949 790.96882143 621.4917268 ]
0,28,2,person,258.332807278417,440.9060926885242,[224.12226255 346.81519075 292.54335201 534.99699463]
0,28,3,person,805.7304506972562,440.04032010404813,[776.56879842 361.98218811 834.89210297 518.0984521 ]
0,28,4,person,327.46870448076527,449.74429371462577,[291.66464089 370.05229247 363.27276807 529.43629496]
0,28,5,person,592.0337594819264,438.35618486296494,[570.17502659 373.41217288 613.89249238 503.30019685]
0,28,6,person,186.68216181625786,454.19324402656423,[152.30686736 370.2563511  221.05745627 538.13013696]
0,28,9,person,547.1991165083251,438.46428487703247,[521.20421446 370.71601779 573.19401856 506.21255196]
0,28,11,person,1024.5386806451388,452.890031241072,[ 984.34028586  369.20312779 1064.73707543  536.57693469]
0,28,12,person,649.777659307613,439.7582976130185,[629.26489263 376.96891381 670.29042598 502.54768142]
0,28,13,person,925.6083769988409,434.794744020361,[892.10478345 349.72923455 959.11197055 519.86025349]
0,28,15,person,1261.4605056691194,429.99670610486623,[1245.00229313  364.59597457 1277.9187182   495.39743764]
0,29,1,person,713.2552448083952,470.1727883656803,[643.05094968 320.83996434 783.45953994 619.50561239]
0,29,2,person,257.280835436143,440.59957410678794,[222.70054919 345.6926604  291.86112169 535.50648781]
0,29,3,person,807.3468113933993,440.3088375710305,[778.35935778 362.7297509  836.33426501 517.88792424]
