,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,39,10,person,1890.4446973403465,589.1003359469867,[1875.81007572  556.83851584 1905.07931896  621.36215605]
0,39,11,person,1851.7881456993423,589.5981008013405,[1836.92219218  563.26025217 1866.65409922  615.93594944]
0,39,14,person,865.0006293956382,595.184906718212,[848.58362608 579.68865242 881.41763271 610.68116102]
0,40,2,person,117.04738851711654,633.1475032238077,[ 77.12189541 511.78020212 156.97288162 754.51480433]
0,40,3,person,1775.6839418075149,585.5371031715496,[1760.28065973  561.00256794 1791.08722389  610.0716384 ]
0,40,5,person,1296.0313319009515,575.3727287914753,[1279.99994761  549.09431662 1312.06271619  601.65114096]
0,40,10,person,1885.9817853912596,588.4510592385159,[1871.07403844  555.69723116 1900.88953234  621.20488732]
0,40,11,person,1844.3904404588693,592.1196550136422,[1830.90921278  568.19824602 1857.87166814  616.041064  ]
0,41,2,person,102.70291388969655,635.1470553712423,[ 62.17474569 513.88726728 143.23108209 756.40684346]
0,41,3,person,1769.1543622644958,586.1569540064615,[1752.81388585  560.26717024 1785.49483868  612.04673778]
0,41,5,person,1287.6315972316793,578.1494210913953,[1271.64385468  552.05146689 1303.61933978  604.2473753 ]
0,41,10,person,1877.7957303260464,591.4902723382893,[1863.01465006  559.21146325 1892.57681059  623.76908143]
0,41,11,person,1838.5411020918634,594.1481067267987,[1825.64380523  571.54752951 1851.43839895  616.74868394]
0,41,15,person,806.5978495564405,598.4637341457462,[796.31300765 585.9449284  816.88269146 610.98253989]
0,42,2,person,88.69520589544516,636.5455507742904,[ 47.3754322  514.01995845 130.01497959 759.0711431 ]
0,42,3,person,1768.9902782304462,586.1792566036268,[1752.46531903  559.99715358 1785.51523743  612.36135963]
0,42,5,person,1285.686617211044,578.3504494324993,[1269.627703    552.13633508 1301.74553142  604.56456379]
0,42,10,person,1869.4414221190793,591.3194791792127,[1854.06696803  557.23461255 1884.81587621  625.40434581]
0,42,11,person,1829.063750594964,592.478867408007,[1814.88110764  567.28264306 1843.24639355  617.67509176]
0,42,15,person,805.4833275240223,598.5945542587183,[795.2678906  586.16023274 815.69876445 611.02887578]
0,43,2,person,70.57489568489642,638.0401096277296,[ 28.19446148 514.7214163  112.95532989 761.35880295]
0,43,5,person,1273.371416721291,582.8185012470714,[1258.9060506   559.09633934 1287.83678284  606.54066315]
0,43,7,person,1486.300899904038,590.9165800043522,[1472.91368956  566.87473136 1499.68811025  614.95842865]
0,43,10,person,1859.6148111291268,591.5737067536897,[1844.48540053  557.7962949  1874.74422173  625.35111861]
0,43,11,person,1817.1116545584173,593.8328686491041,[1802.84865673  567.74687159 1831.37465238  619.91886571]
0,44,2,person,53.520140473714704,640.2285945684222,[  9.65190727 514.32440296  97.38837368 766.13278618]
0,44,5,person,1270.391383967316,583.4454216241827,[1256.01391347  559.86741555 1284.76885447  607.0234277 ]
0,44,7,person,1485.8345317382825,591.1298218622458,[1472.53463577  567.24478288 1499.13442771  615.01486085]
0,44,10,person,1849.9833768889894,591.9825323448006,[1835.13534739  558.66602229 1864.83140638  625.2990424 ]
0,44,11,person,1807.962066055329,595.0158309491642,[1793.7951498   568.57959989 1822.12898231  621.45206201]
